NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
127489732	LOC127489732	ubiquitin-like modifier-activating enzyme 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6		
127489733	LOC127489733	olfactory receptor 2W3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489734	LOC127489734	olfactory receptor 2W3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489735	LOC127489735	olfactory receptor 11L1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489736	LOC127489736	olfactory receptor 6F1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489737	LOC127489737	protein SET-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489738	LOC127489738	olfactory receptor 2T8-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489739	KLC2	kinesin light chain 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	64837	NCBI Ortholog
127489740	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	10897	NCBI Ortholog
127489741	CNIH2	cornichon family AMPA receptor auxiliary protein 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	254263	NCBI Ortholog
127489742	RAB1B	RAB1B, member RAS oncogene family	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	81876	NCBI Ortholog
127489743	TMEM151A	transmembrane protein 151A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	256472	NCBI Ortholog
127489744	LOC127489744	heterogeneous nuclear ribonucleoprotein F-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489745	LOC127489745	E3 ubiquitin-protein ligase TRIM13-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489746	LOC127489746	NIF3-like protein 1	Oryctolagus cuniculus	rabbit	PSEUDO			
127489747	LOC127489747	palmitoyltransferase ZDHHC5-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489748	LOC127489748	putative neuroblastoma breakpoint family member 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6		
127489749	LOC127489749	uncharacterized LOC127489749	Oryctolagus cuniculus	rabbit	ncRNA	2		
127489750	LOC127489750	adenomatous polyposis coli protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489751	LOC127489751	tetratricopeptide repeat protein 34-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489752	LOC127489752	uncharacterized LOC127489752	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489753	LOC127489753	heat shock transcription factor, Y-linked	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489754	LOC127489754	uncharacterized LOC127489754	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489755	LOC127489755	odorant-binding protein-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
127489756	LOC127489756	odorant-binding protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489757	LOC127489757	eukaryotic translation initiation factor 1A, X-chromosomal	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489758	LOC127489758	eukaryotic translation initiation factor 1A, X-chromosomal-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489759	LOC127489759	60S ribosomal protein L29-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489760	LOC127489760	pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 1, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489761	LOC127489761	phosphatidylinositol N-acetylglucosaminyltransferase subunit Y-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489762	LOC127489762	N-alpha-acetyltransferase 30-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489763	LOC127489763	palmitoyltransferase ZDHHC2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489764	LOC127489764	zinc finger protein OBI1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489765	SLC22A18	solute carrier family 22 member 18	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	5002	NCBI Ortholog
127489766	PHLDA2	pleckstrin homology like domain family A member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7262	NCBI Ortholog
127489767	LOC127489767	small nucleolar RNA SNORA54	Oryctolagus cuniculus	rabbit	snoRNA	1		
127489768	LOC127489768	putative vomeronasal receptor-like protein 4	Oryctolagus cuniculus	rabbit	PSEUDO			
127489769	LOC127489769	nuclear factor 1 C-type-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489770	LOC127489770	uncharacterized LOC127489770	Oryctolagus cuniculus	rabbit	ncRNA	3		
127489771	LOC127489771	translation initiation factor IF-2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489772	LOC127489772	U1 spliceosomal RNA	Oryctolagus cuniculus	rabbit	snRNA	1		
127489773	LOC127489773	probable C-mannosyltransferase DPY19L2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489774	LOC127489774	acyl-protein thioesterase 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489775	LOC127489775	uncharacterized LOC127489775	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489776	LOC127489776	uncharacterized LOC127489776	Oryctolagus cuniculus	rabbit	PSEUDO			
127489777	LOC127489777	beclin-1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489778	LOC127489778	uncharacterized LOC127489778	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489779	LOC127489779	uncharacterized LOC127489779	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489780	LOC127489780	uncharacterized LOC127489780	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489781	LOC127489781	uncharacterized LOC127489781	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489782	LOC127489782	uncharacterized LOC127489782	Oryctolagus cuniculus	rabbit	ncRNA	2		
127489783	LOC127489783	olfactory receptor 1L8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489784	LOC127489784	uncharacterized LOC127489784	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489785	LOC127489785	uncharacterized LOC127489785	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489786	NKX1-1	NK1 homeobox 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	54729	NCBI Ortholog
127489787	MAEA	macrophage erythroblast attacher, E3 ubiquitin ligase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	10296	NCBI Ortholog
127489788	LOC127489788	uncharacterized LOC127489788	Oryctolagus cuniculus	rabbit	ncRNA	8		
127489789	LOC127489789	skin secretory protein xP2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489790	LOC127489790	uncharacterized LOC127489790	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489791	LOC127489791	DCN1-like protein 3	Oryctolagus cuniculus	rabbit	PSEUDO			
127489792	LOC127489792	uncharacterized LOC127489792	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489793	KLHL26	kelch like family member 26	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	55295	NCBI Ortholog
127489794	CRLF1	cytokine receptor like factor 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	9244	NCBI Ortholog
127489795	FKBP8	FKBP prolyl isomerase 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	23770	NCBI Ortholog
127489796	KXD1	KxDL motif containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	79036	NCBI Ortholog
127489797	REX1BD	required for excision 1-B domain containing	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	55049	NCBI Ortholog
127489798	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7311	NCBI Ortholog
127489799	TMEM59L	transmembrane protein 59 like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	25789	NCBI Ortholog
127489800	LOC127489800	importin subunit alpha-8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489801	LOC127489801	myosin light polypeptide 6-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489802	RGS12	regulator of G protein signaling 12	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	6002	NCBI Ortholog
127489803	HGFAC	HGF activator	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3083	NCBI Ortholog
127489804	LOC127489804	heterogeneous nuclear ribonucleoprotein Q-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489805	LOC127489805	uncharacterized LOC127489805	Oryctolagus cuniculus	rabbit	ncRNA	4		
127489806	LOC127489806	uncharacterized LOC127489806	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489807	LOC127489807	uncharacterized LOC127489807	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489808	LOC127489808	trafficking protein particle complex subunit 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489809	LOC127489809	uncharacterized LOC127489809	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489810	LOC127489810	uncharacterized LOC127489810	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489811	LOC127489811	40S ribosomal protein SA-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489812	LOC127489812	aarF domain-containing protein kinase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489813	LOC127489813	uncharacterized LOC127489813	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489814	LOC127489814	guanine nucleotide-binding protein G(olf) subunit alpha	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489815	LOC127489815	RING finger protein 141-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489816	LOC127489816	26S proteasome regulatory subunit 10B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489817	LOC127489817	uncharacterized LOC127489817	Oryctolagus cuniculus	rabbit	ncRNA	23		
127489818	LOC127489818	40S ribosomal protein S2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489819	LOC127489819	putative vomeronasal receptor-like protein 4	Oryctolagus cuniculus	rabbit	PSEUDO			
127489820	LOC127489820	zinc finger protein 628-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489821	LOC127489821	sperm motility kinase Y-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489822	LOC127489822	phosphoserine aminotransferase-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489823	LOC127489823	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489824	LOC127489824	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489825	LOC127489825	serine/threonine-protein kinase LMTK3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489826	LOC127489826	protein-L-isoaspartate O-methyltransferase domain-containing protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489827	LOC127489827	leucine-rich repeat-containing protein 37B-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489828	LOC127489828	leucine-rich repeat-containing protein 37A3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489829	LOC127489829	leucine-rich repeat-containing protein 37A3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489830	LOC127489830	uncharacterized LOC127489830	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489831	LOC127489831	zinc finger protein 260-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489832	LOC127489832	la-related protein 4B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489833	LOC127489833	uncharacterized LOC127489833	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489834	LOC127489834	inositol polyphosphate 1-phosphatase-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489835	LOC127489835	uncharacterized LOC127489835	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489836	LOC127489836	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489837	LOC127489837	protein PTHB1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489838	LOC127489838	AP-3 complex subunit beta-1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4		
127489839	LOC127489839	uncharacterized LOC127489839	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489840	LOC127489840	nuclear receptor subfamily 2 group C member 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489841	LOC127489841	nuclear receptor subfamily 2 group C member 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489842	LOC127489842	proline-, glutamic acid- and leucine-rich protein 1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489843	LOC127489843	USP6 N-terminal-like protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489844	LOC127489844	uncharacterized LOC127489844	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489845	LOC127489845	ADP-ribosylation factor-like protein 4A	Oryctolagus cuniculus	rabbit	PSEUDO			
127489846	LOC127489846	uncharacterized LOC127489846	Oryctolagus cuniculus	rabbit	ncRNA	7		
127489847	LOC127489847	exocyst complex component 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489848	LOC127489848	uncharacterized LOC127489848	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489849	LOC127489849	uncharacterized LOC127489849	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489850	LOC127489850	centromere protein H-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489851	LOC127489851	uncharacterized LOC127489851	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489852	LOC127489852	acyl-protein thioesterase 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489853	LOC127489853	golgin subfamily A member 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489854	LOC127489854	UPF0561 protein C2orf68-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489855	LOC127489855	zinc finger protein 717-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489856	PNKP	polynucleotide kinase 3'-phosphatase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	11284	NCBI Ortholog
127489857	PTOV1	PTOV1 extended AT-hook containing adaptor protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	53635	NCBI Ortholog
127489858	AKT1S1	AKT1 substrate 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	84335	NCBI Ortholog
127489859	LOC127489859	S-phase kinase-associated protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489860	ATF5	activating transcription factor 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	22809	NCBI Ortholog
127489861	LOC127489861	uncharacterized LOC127489861	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489862	LOC127489862	vomeronasal type-1 receptor 45-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489863	LOC127489863	prefoldin subunit 4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489864	LOC127489864	vacuolar protein sorting-associated protein VTA1 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
127489865	LOC127489865	zinc finger protein 717	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489866	LOC127489866	uncharacterized LOC127489866	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489867	LOC127489867	uncharacterized LOC127489867	Oryctolagus cuniculus	rabbit	ncRNA	2		
127489868	LOC127489868	uncharacterized LOC127489868	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489869	MCF2L	MCF.2 cell line derived transforming sequence like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9	23263	NCBI Ortholog
127489870	LOC127489870	uncharacterized LOC127489870	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489871	LOC127489871	uncharacterized LOC127489871	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489872	LOC127489872	uncharacterized LOC127489872	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489873	LOC127489873	uncharacterized LOC127489873	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489874	LOC127489874	uncharacterized LOC127489874	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489875	LOC127489875	uncharacterized LOC127489875	Oryctolagus cuniculus	rabbit	ncRNA	15		
127489876	MAFA	MAF bZIP transcription factor A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	389692	NCBI Ortholog
127489877	LOC127489877	elastin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	50		
127489878	LOC127489878	cyclin-L2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489879	TIGD5	tigger transposable element derived 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	84948	NCBI Ortholog
127489880	LOC127489880	uncharacterized LOC127489880	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	50		
127489881	LOC127489881	glyceraldehyde-3-phosphate dehydrogenase-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489882	LOC127489882	uncharacterized LOC127489882	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489883	PYCR3	pyrroline-5-carboxylate reductase 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	65263	NCBI Ortholog
127489884	LOC127489884	uncharacterized LOC127489884	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489885	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	338328	NCBI Ortholog
127489886	RHPN1	rhophilin Rho GTPase binding protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9	114822	NCBI Ortholog
127489887	GLI4	GLI family zinc finger 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2738	NCBI Ortholog
127489888	ZFP41	ZFP41 zinc finger protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	286128	NCBI Ortholog
127489889	LOC127489889	uncharacterized LOC127489889	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489890	ZNF696	zinc finger protein 696	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	79943	NCBI Ortholog
127489891	LOC127489891	uncharacterized LOC127489891	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489892	LOC127489892	translation initiation factor IF-2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489893	LOC127489893	THO complex subunit 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489894	LOC127489894	zinc finger protein 706-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489895	LOC127489895	E3 ubiquitin-protein ligase TRIM13-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489896	LOC127489896	uncharacterized LOC127489896	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489897	LOC127489897	uncharacterized LOC127489897	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489898	LOC127489898	kalirin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489899	LOC127489899	60S acidic ribosomal protein P2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489900	LOC127489900	uncharacterized LOC127489900	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489901	LOC127489901	bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489902	LOC127489902	ADP-ribosylation factor-like protein 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
127489903	ABCA7	ATP binding cassette subfamily A member 7	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	10347	NCBI Ortholog
127489904	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	116444	NCBI Ortholog
127489905	WDR18	WD repeat domain 18	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	57418	NCBI Ortholog
127489906	TMEM259	transmembrane protein 259	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	91304	NCBI Ortholog
127489907	ARID3A	AT-rich interaction domain 3A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	1820	NCBI Ortholog
127489908	KISS1R	KISS1 receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	84634	NCBI Ortholog
127489909	CNN2	calponin 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1265	NCBI Ortholog
127489910	R3HDM4	R3H domain containing 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	91300	NCBI Ortholog
127489911	MED16	mediator complex subunit 16	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	10025	NCBI Ortholog
127489912	LOC127489912	U6 spliceosomal RNA	Oryctolagus cuniculus	rabbit	snRNA	1		
127489913	LOC127489913	U6 spliceosomal RNA	Oryctolagus cuniculus	rabbit	snRNA	1		
127489914	LOC127489914	uncharacterized LOC127489914	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489915	LOC127489915	uncharacterized LOC127489915	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489916	LOC127489916	uncharacterized LOC127489916	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	12		
127489917	LOC127489917	60S ribosomal protein L7-like 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489918	LOC127489918	uncharacterized LOC127489918	Oryctolagus cuniculus	rabbit	ncRNA	4		
127489919	LOC127489919	RNA-binding protein with serine-rich domain 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489920	LOC127489920	heterogeneous nuclear ribonucleoprotein Q-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489921	LOC127489921	uncharacterized LOC127489921	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489922	KIF25	kinesin family member 25	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	11	3834	NCBI Ortholog
127489923	LOC127489923	protein GREB1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
127489924	LOC127489924	uncharacterized LOC127489924	Oryctolagus cuniculus	rabbit	ncRNA	1		
127489925	LOC127489925	proteasome assembly chaperone 3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
127489926	LOC127489926	uncharacterized LOC127489926	Oryctolagus cuniculus	rabbit	ncRNA	1		
